Nome de Pregão,Razão Social,Tipo,Segmento,CNPJ,Ticker
COOPER COMPA,COOPER COMPANIES INC,,DRN,,C1OO34
COPART INC,COPART INC,,DRN,,C1PR34
COPASA,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,ON,NM,17.281.106/0001-03,CSMG3
COPEL,CIA PARANAENSE DE ENERGIA - COPEL,PNB,N1,76.483.817/0001-20,CPLE6
COPEL,CIA PARANAENSE DE ENERGIA - COPEL,PNA,N1,76.483.817/0001-20,CPLE5
COPEL,CIA PARANAENSE DE ENERGIA - COPEL,ON,N1,76.483.817/0001-20,CPLE3
COPHILLIPS,CONOCOPHILLIPS,,DRN,,COPH34
COR RIBEIRO,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,PN,,15.101.405/0001-93,CORR4
COR RIBEIRO,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,ON,,15.101.405/0001-93,CORR3
CORE MIDCAP,ISHARES CORE S&P MID-CAP ETF,ETF,DRN,,BIJH39
CORE SP 500,ISHARES CORE S&P 500 ETF,ETF,DRN,,BIVB39
CORE SP TOTA,ISHARES CORE S&P TOTAL US STOCK MARKET ETF,ETF,DRN,,BITO39
COREMSCI EMK,ISHARES CORE MSCI EMERGING MARKETS ETF,ETF,DRN,,BIEM39
COREMSCI EUR,ISHARES CORE MSCI EUROPE ETF,ETF,DRN,,BIEU39
COREMSCIEAFE,ISHARES CORE MSCI EAFE ETF,ETF,DRN,,BIEF39
CORESMALLCAP,ISHARES CORE S&P SMALL-CAP ETF,ETF,DRN,,BIJR39
CORNING INC,CORNING INC,,DRN,,G1LW34
CORTEVA INC,CORTEVA INC,,DRN,,C1TV34
COSAN,COSAN S.A.,ON,NM,50.746.577/0001-15,CSAN3
COSAN LOG,COSAN LOGISTICA S.A.,ON,NM,17.346.997/0001-39,RLOG3
COSERN,CIA ENERGETICA DO RIO GDE NORTE - COSERN,PNB,,08.324.196/0001-81,CSRN6
COSERN,CIA ENERGETICA DO RIO GDE NORTE - COSERN,PNA,,08.324.196/0001-81,CSRN5
COSERN,CIA ENERGETICA DO RIO GDE NORTE - COSERN,ON,,08.324.196/0001-81,CSRN3
COSTAR GROUP,COSTAR GROUP INC,,DRN,,C1GP34
COSTCO,COSTCO WHOLESALE CORPORATION,,DRN,,COWC34
COTEMINAS,CIA TECIDOS NORTE DE MINAS COTEMINAS,PN,,22.677.520/0001-76,CTNM4
COTEMINAS,CIA TECIDOS NORTE DE MINAS COTEMINAS,ON,,22.677.520/0001-76,CTNM3
COTY INC,COTY. INC.,,DRN,,COTY34
COUPA SOFTWA,COUPA SOFTWARE INC,,DRN,,C1OU34
CPFL ENERGIA,CPFL ENERGIA S.A.,ON,NM,02.429.144/0001-93,CPFE3
CR2,CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.,ON,,07.820.907/0001-46,CRDE3
CREDIT ACCEP,CREDIT ACCEPTANCE CORP,,DRN,,CRDA34
CREDIT SUISS,CREDIT SUISSE GROUP AG,,DRN,,C1SU34
CRH PLC,CRH PLC,,DRN,,CRHP34
CRISTAL,TRONOX PIGMENTOS DO BRASIL S.A.,PNB,,15.115.504/0001-24,CRPG6
CRISTAL,TRONOX PIGMENTOS DO BRASIL S.A.,PNA,,15.115.504/0001-24,CRPG5
CRISTAL,TRONOX PIGMENTOS DO BRASIL S.A.,ON,,15.115.504/0001-24,CRPG3
CROWN CASTLE,CROWN CASTLE INTERNATIONAL CORP,,DRN,,C1CI34
CSU CARDSYST,CSU CARDSYSTEM S.A.,ON,NM,01.896.779/0001-38,CARD3
CSX CORP,CSX CORP,,DRN,,CSXC34
CTC S.A.,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,ON,MA,06.981.381/0001-13,CTCA3
CTRIPCOM,TRIP.COM GROUP LIMITED,,DRN,,CRIP34
CUMMINS INC,CUMMINS INC,,DRN,,C1MI34
CURY S/A,CURY CONSTRUTORA E INCORPORADORA S.A.,ON,NM,08.797.760/0001-83,CURY3
CVC BRASIL,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,UNT,NM,10.760.260/0001-19,CVCB11
CVC BRASIL,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,ON,NM,10.760.260/0001-19,CVCB3
CVS HEALTH,CVS HEALTH CORPORATION,,DRN,,CVSH34
CYRE COM-CCP,CYRELA COMMERCIAL PROPERT S.A. EMPR PART,ON,NM,08.801.621/0001-86,CCPR3
CYRELA REALT,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,ON,NM,73.178.600/0001-18,CYRE3
D1000VFARMA,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,ON,NM,12.108.897/0001-50,DMVF3
DANAHER CORP,DANAHER CORPORATION,,DRN,,DHER34
DARDEN RESTA,DARDEN RESTAURANTS INC,,DRN,,D1RI34
DASA,DIAGNOSTICOS DA AMERICA S.A.,ON,,61.486.650/0001-83,DASA3
DATADOG INC,DATADOG INC,,DRN,,D1DG34
DAVITA INC,DAVITA INC,,DRN,,DVAI34
DEERE CO,DEERE & CO,,DRN,,DEEC34
DELL TECHNOL,DELL TECHNOLOGIES INC,,DRN,,D1EL34
DELTA,DELTA AIR LINES. INC.,,DRN,,DEAI34
DENTSPLY SIR,DENTSPLY SIRONA INC,,DRN,,XRAY34
DEUTSCHE AK,DEUTSCHE BANK AKTIENGESELLSCHAFT,,DRN,,DBAG34
DEVON ENERGY,DEVON ENERGY CORP,,DRN,,D1VN34
DEXCOM INC,DEXCOM INC,,DRN,,D1EX34
DIAGEO PL,DIAGEO PLC,,DRN,,DEOP34
DIAMONDBACK,Diamondback Energy Inc,,DRN,,F1AN34
DIGITAL REAL,DIGITAL REALTY TRUST INC,,DRN,,D1LR34
DIMED,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,PN,,92.665.611/0001-77,PNVL4
DIMED,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,ON,,92.665.611/0001-77,PNVL3
DIRECIONAL,DIRECIONAL ENGENHARIA S.A.,ON,NM,16.614.075/0001-00,DIRR3
DISCOVER FIN,Discover Financial Services,,DRN,,D1FS34
DISCOVERY IN,DISCOVERY INC,,DRN,,DCVY34
DISCOVERY IN,DISCOVERY INC,,DRN,,DCVY35
DISH NETWORK,DISH NETWORK CORP,,DRN,,D1IS34
DOCUSIGN INC,DOCUSIGN INC,,DRN,,D1OC34
DOHLER,DOHLER S.A.,PN,,84.683.408/0001-03,DOHL4
DOHLER,DOHLER S.A.,ON,,84.683.408/0001-03,DOHL3
DOLLAR GENER,DOLLAR GENERAL CORP,,DRN,,DGCO34
DOLLAR TREE,DOLLAR TREE INC,,DRN,,DLTR34
DOMINION ENE,DOMINION ENERGY INC,,DRN,,D1OM34
DOMMO,DOMMO ENERGIA S.A.,UNT,,08.926.302/0001-05,DMMO11
DOMMO,DOMMO ENERGIA S.A.,ON,,08.926.302/0001-05,DMMO3
DOVER CORP,DOVER CORP,,DRN,,D1OV34
DOW INC,DOW INC,,DRN,,D1OW34
DR HORTON IN,DR HORTON INC,,DRN,,D1HI34
DR REDDYS LA,DR REDDYS LABORATORIES LTD,,DRN,,R1DY34
DTCOM-DIRECT,DTCOM - DIRECT TO COMPANY S.A.,PN,,03.303.999/0001-36,DTCY4
DTCOM-DIRECT,DTCOM - DIRECT TO COMPANY S.A.,ON,,03.303.999/0001-36,DTCY3
DTE ENERGY C,DTE ENERGY CO,,DRN,,D1TE34
DUKE ENERGY,DUKE ENERGY CORPORATION,,DRN,,DUKB34
DUKE REALTY,DUKE REALTY CORP,,DRN,,D1RE34
DUPONT N INC,DUPONT DE NEMOURS INC.,,DRN,,DDNB34
DURATEX,DURATEX S.A.,ON,NM,97.837.181/0001-47,DTEX3
DXC TECHNOLO,DXC TECHNOLOGY CO,,DRN,,D1XC34
EASTMAN CHEM,EASTMAN CHEMICAL CO,,DRN,,E1MN34
EATON CORP P,Eaton Corp PLC,,DRN,,E1TN34
EBAY,EBAY INC.,,DRN,,EBAY34
ECO SEC AGRO,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,,MB,10.753.164/0001-43,ECOA-CRA05B0
ECO SEC AGRO,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,,MB,10.753.164/0001-43,ECOA-CRA93B0
ECO SEC AGRO,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,,MB,10.753.164/0001-43,ECOA-CRA94B0
ECO SEC AGRO,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,,MB,10.753.164/0001-43,ECOA-CRAA4B0
ECOLAB INC,ECOLAB INC,,DRN,,E1CL34
ECOPETROL SA,ECOPETROL SA,,DRN,,E1CO34
ECORODOVIAS,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ON,NM,04.149.454/0001-80,ECOR3
EDISON INTER,EDISON INTERNATIONAL,,DRN,,E1IX34
EDWARDS LIFE,EDWARDS LIFESCIENCES CORP,,DRN,,E1WL34
ELECTR ARTS,ELECTRONIC ARTS INC,,DRN,,EAIN34
ELEKTRO,ELEKTRO REDES S.A.,PN,,02.328.280/0001-97,EKTR4
ELEKTRO,ELEKTRO REDES S.A.,ON,,02.328.280/0001-97,EKTR3
ELETROBRAS,CENTRAIS ELET BRAS S.A. - ELETROBRAS,PNB,N1,00.001.180/0001-26,ELET6
ELETROBRAS,CENTRAIS ELET BRAS S.A. - ELETROBRAS,PNA,N1,00.001.180/0001-26,ELET5
ELETROBRAS,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ON,N1,00.001.180/0001-26,ELET3
ELETROPAR,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,ON,,01.104.937/0001-70,LIPR3
EMAE,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,PN,,02.302.101/0001-42,EMAE4
EMAE,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,ON,,02.302.101/0001-42,EMAE3
EMBRAER,EMBRAER S.A.,ON,NM,07.689.002/0001-89,EMBR3
EMERSON ELEC,Emerson Electric Co,,DRN,,E1MR34
ENAUTA PART,ENAUTA PARTICIPAÇÕES S.A.,ON,NM,11.669.021/0001-10,ENAT3
ENCORPAR,EMPRESA NAC COM REDITO PART S.A.ENCORPAR,PN,,01.971.614/0001-83,ECPR4
ENCORPAR,EMPRESA NAC COM REDITO PART S.A.ENCORPAR,ON,,01.971.614/0001-83,ECPR3
ENEL AMERICA,ENEL AMERICAS SA,,DRN,,E1NI34
ENERGIAS BR,EDP - ENERGIAS DO BRASIL S.A.,ON,NM,03.983.431/0001-03,ENBR3
ENERGISA,ENERGISA S.A.,UNT,N2,00.864.214/0001-06,ENGI11
ENERGISA,ENERGISA S.A.,PN,N2,00.864.214/0001-06,ENGI4
ENERGISA,ENERGISA S.A.,ON,N2,00.864.214/0001-06,ENGI3
ENERGISA,ENERGISA S.A.,,N2,00.864.214/0001-06,ENGI12
ENERGISA MT,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,PN,,03.467.321/0001-99,ENMT4
ENERGISA MT,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,ON,,03.467.321/0001-99,ENMT3
ENEVA,ENEVA S.A,ON,NM,04.423.567/0001-21,ENEV3
ENGIE BRASIL,ENGIE BRASIL ENERGIA S.A.,ON,NM,02.474.103/0001-19,EGIE3
ENJOEI,ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,ON,NM,16.922.038/0001-51,ENJU3
ENTERGY CORP,Entergy Corp,,DRN,,E1TR34
EOG RESOURCE,EOG RESOURCES INC,,DRN,,E1OG34
EQTL PARA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,PNC,,04.895.728/0001-80,EQPA7
EQTL PARA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,PNB,,04.895.728/0001-80,EQPA6
EQTL PARA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,PNA,,04.895.728/0001-80,EQPA5
EQTL PARA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,ON,,04.895.728/0001-80,EQPA3
EQTLMARANHAO,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,PNB,MB,06.272.793/0001-84,EQMA6B
EQTLMARANHAO,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,PNA,MB,06.272.793/0001-84,EQMA5B
EQTLMARANHAO,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,ON,MB,06.272.793/0001-84,EQMA3B
EQUATORIAL,EQUATORIAL ENERGIA S.A.,ON,NM,03.220.438/0001-73,EQTL3
EQUIFAX INC,EQUIFAX INC,,DRN,,E1FX34
EQUINIX INC,EQUINIX INC,,DRN,,EQIX34
EQUINOR ASA,EQUINOR ASA,,DRN,,E1QN34
EQUITY RESID,EQUITY RESIDENTIAL,,DRN,,E1QR34
ERICSSON LM,ERICSSON LM TELEPHONE CO,,DRN,,E1RI34
ESSEX PROPER,ESSEX PROPERTY TRUST INC,,DRN,,E1SS34
ESTAPAR,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ON,NM,60.537.263/0001-66,ALPK3
ESTEE LAUDER,ESTEE LAUDER COMPANIES INC,,DRN,,ELCI34
ESTRELA,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,PN,,61.082.004/0001-50,ESTR4
ESTRELA,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,ON,,61.082.004/0001-50,ESTR3
ETERNIT,ETERNIT S.A.,ON,NM,61.092.037/0001-81,ETER3
EUCATEX,EUCATEX S.A. INDUSTRIA E COMERCIO,PN,N1,56.643.018/0001-66,EUCA4
EUCATEX,EUCATEX S.A. INDUSTRIA E COMERCIO,ON,N1,56.643.018/0001-66,EUCA3
EVEN,EVEN CONSTRUTORA E INCORPORADORA S.A.,ON,NM,43.470.988/0001-65,EVEN3
EVEREST RE G,EVEREST RE GROUP LTD,,DRN,,E1VE34
EVERGY INC,EVERGY INC,,DRN,,E1VR34
EVERSOURCE E,EVERSOURCE ENERGY,,DRN,,E1SE34
EXCELSIOR,EXCELSIOR ALIMENTOS S.A.,PN,,95.426.862/0001-97,BAUH4
EXCELSIOR,EXCELSIOR ALIMENTOS S.A.,ON,,95.426.862/0001-97,BAUH3
EXELON CORP,EXELON CORP,,DRN,,E1XC34
EXPEDIA GROU,EXPEDIA GROUP INC,,DRN,,EXGR34
EXPEDITORS I,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,,DRN,,E1XP34
EXTRA SPACE,EXTRA SPACE STORAGE INC,,DRN,,E1XR34
EXXON MOBIL,EXXON MOBIL CORPORATION,,DRN,,EXXO34
EZTEC,EZ TEC EMPREEND. E PARTICIPACOES S.A.,ON,NM,08.312.229/0001-73,EZTC3
F5 NETWORKS,F5 NETWORKS INC,,DRN,,F1FI34
FACEBOOK,FACEBOOK. INC.,,DRN,,FBOK34
FASTENAL,FASTENAL CO,,DRN,,FASL34
FASTLY INC,FASTLY INC,,DRN,,F1SL34
FEDERAL REAL,FEDERAL REALTY INVESTMENT TRUST,,DRN,,F1RI34
FEDEX CORP,FEDEX CORPORATION,,DRN,,FDXB34
FEMSA,FOMENTO ECONOMICO MEXICANO SAB DE CV - FEMSA,,DRN,,FMXB34
FER C ATLANT,FERROVIA CENTRO-ATLANTICA S.A.,PN,,00.924.429/0001-75,VSPT4
FER C ATLANT,FERROVIA CENTRO-ATLANTICA S.A.,ON,,00.924.429/0001-75,VSPT3
FER HERINGER,FERTILIZANTES HERINGER S.A.,ON,NM,22.266.175/0001-88,FHER3
FERBASA,CIA FERRO LIGAS DA BAHIA - FERBASA,PN,N1,15.141.799/0001-03,FESA4
FERBASA,CIA FERRO LIGAS DA BAHIA - FERBASA,ON,N1,15.141.799/0001-03,FESA3
FIDELITY NAT,FIDELITY NATIONAL INFORMATION SERVICES INC,,DRN,,F1NI34
FIFTH THIRD,FIFTH THIRD BANCORP,,DRN,,FFTD34
FINANSINOS,FINANSINOS S.A.- CREDITO FINANC E INVEST,ON,,91.669.747/0001-92,FNCN3
FIRST REPUBL,FIRST REPUBLIC BANK,,DRN,,F1RC34
FIRST SOLAR,FIRST SOLAR. INC,,DRN,,FSLR34
FIRSTENERGY,FIRSTENERGY CORP,,DRN,,F1EC34
FISERV INC,FISERV INC,,DRN,,F1IS34
FLAVOR FLAGR,INTERNATIONAL FLAVORS & FRAGRANCES INC,,DRN,,I1FF34
FLEETCOR TEC,FLEETCOR TECHNOLOGIES INC,,DRN,,FLTC34
FLEURY,FLEURY S.A.,ON,NM,60.840.055/0001-31,FLRY3
FLEX S/A,FLEX GESTÃO DE RELACIONAMENTOS S.A.,ON,MA,10.851.805/0001-00,FLEX3
FLIR SYSTEMS,FLIR SYSTEMS INC,,DRN,,F1LI34
FLOWSERVE CO,FLOWSERVE CORP,,DRN,,F1LS34
FMC CORP,FMC CORP,,DRN,,F1MC34
FORD MOTORS,FORD MOTORS COMPANY,,DRN,,FDMO34
FORTINET INC,Fortinet Inc,,DRN,,F1TN34
FORTIVE CORP,Fortive Corp,,DRN,,F1TV34
FORTUNE BRAN,Fortune Brands Home & Security Inc,,DRN,,F1BH34
FOX CORP,FOX CORPORATION,,DRN,,FOXC34
FRANKLIN RES,FRANKLIN RESOURCES INC,,DRN,,F1RA34
FRAS-LE,FRAS-LE S.A.,ON,N1,88.610.126/0001-29,FRAS3
FREEPORT,FREEPORT-MCMORAN INC.,,DRN,,FCXO34
FRESENIUS,FRESENIUS MEDICAL CARE AG & CO KGAA,,DRN,,FMSC34
GAFISA,GAFISA S.A.,ON,NM,01.545.826/0001-07,GFSA3
GAIA AGRO,GAIA AGRO SECURITIZADORA S.A.,,,14.876.090/0001-93,GAFL-CRA02B0
GALAPAGOS NV,GALAPAGOS NV,,DRN,,G1LP34
GAMA PART,GAMA PARTICIPACOES S.A.,ON,MB,02.796.775/0001-40,OPGM3B
GAP,THE GAP. INC.,,DRN,,GPSI34
GARMIN LTD,GARMIN LTD,,DRN,,G1RM34
GARTNER INC,GARTNER INC,,DRN,,G1AR34
GDS HOLDINGS,GDS HOLDINGS LTD,,DRN,,G1DS34
GE,GENERAL ELECTRIC COMPANY,,DRN,,GEOO34
GEN DYNAMICS,GENERAL DYNAMICS CORP.,,DRN,,GDBR34
GENERAL MILL,General Mills Inc,,DRN,,G1MI34
GENERAL MOT,GENERAL MOTORS COMPANY,,DRN,,GMCO34
GENERALSHOPP,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,ON,NM,08.764.621/0001-53,GSHP3
GENUINE PART,GENUINE PARTS CO,,DRN,,G1PC34
GEOPARK LTD,GEOPARK LTD,,DRN,,GPRK34
GER PARANAP,RIO PARANAPANEMA ENERGIA S.A.,PN,,02.998.301/0001-81,GEPA4
GER PARANAP,RIO PARANAPANEMA ENERGIA S.A.,ON,,02.998.301/0001-81,GEPA3
GERDAU,GERDAU S.A.,PN,N1,33.611.500/0001-19,GGBR4
GERDAU,GERDAU S.A.,ON,N1,33.611.500/0001-19,GGBR3
GERDAU MET,METALURGICA GERDAU S.A.,PN,N1,92.690.783/0001-09,GOAU4
GERDAU MET,METALURGICA GERDAU S.A.,ON,N1,92.690.783/0001-09,GOAU3
GILEAD,GILEAD SCIENCES. INC.,,DRN,,GILD34
GLAXOSMITHKL,GLAXOSMITHKLINE PLC,,DRN,,G1SK34
GLOBAL INFRA,ISHARES GLOBAL INFRASTRUCTURE ETF,ETF,DRN,,BIGF39
GLOBAL PAYME,Global Payments Inc,,DRN,,G1PI34
GLOBAL TECH,ISHARES GLOBAL TECH ETF,ETF,DRN,,BIXN39
GLOBALHEALTH,ISHARES GLOBAL HEALTHCARE ETF,ETF,DRN,,BIXJ39
GLOBE LIFE I,GLOBE LIFE INC,,DRN,,G1LL34
GOL,GOL LINHAS AEREAS INTELIGENTES S.A.,UNT,N2,06.164.253/0001-87,GOLL11
GOL,GOL LINHAS AEREAS INTELIGENTES S.A.,PN,N2,06.164.253/0001-87,GOLL4
GOL,GOL LINHAS AEREAS INTELIGENTES S.A.,,N2,06.164.253/0001-87,GOLL12
GOLD FIELDS,GOLD FIELDS LTD,,DRN,,G1FI34
GOLD TRUST,ISHARES GOLD TRUST,ETF,DRN,,BIAU39
GOLDMANSACHS,GOLDMAN SACHS GROUP INC.,,DRN,,GSGI34
GOPRO,GOPRO. INC.,,DRN,,GPRO34
GP INVEST,GP INVESTMENTS. LTD.,,DR3,07.857.850/0001-50,GPIV33
GPC PART,GPC PARTICIPACOES S.A.,PN,,02.193.750/0001-52,GPCP4
GPC PART,GPC PARTICIPACOES S.A.,ON,,02.193.750/0001-52,GPCP3
GRAZZIOTIN,GRAZZIOTIN S.A.,PN,,92.012.467/0001-70,CGRA4
GRAZZIOTIN,GRAZZIOTIN S.A.,ON,,92.012.467/0001-70,CGRA3
GRENDENE,GRENDENE S.A.,ON,NM,89.850.341/0001-60,GRND3
GRUPO MATEUS,GRUPO MATEUS S.A.,ON,NM,24.990.777/0001-09,GMAT3
GRUPO NATURA,NATURA &CO HOLDING S.A.,ON,NM,32.785.497/0001-97,NTCO3
GRUPO SOMA,GRUPO DE MODA SOMA S.A.,ON,NM,10.285.590/0001-08,SOMA3
GUARARAPES,GUARARAPES CONFECCOES S.A.,ON,,08.402.943/0001-52,GUAR3
HABITASUL,CIA HABITASUL DE PARTICIPACOES,PNB,,87.762.563/0001-03,HBTS6
HABITASUL,CIA HABITASUL DE PARTICIPACOES,PNA,,87.762.563/0001-03,HBTS5
HABITASUL,CIA HABITASUL DE PARTICIPACOES,ON,,87.762.563/0001-03,HBTS3
HAGA S/A,HAGA S.A. INDUSTRIA E COMERCIO,PN,,30.540.991/0001-66,HAGA4
HAGA S/A,HAGA S.A. INDUSTRIA E COMERCIO,ON,,30.540.991/0001-66,HAGA3
HALLIBURTON,HALLIBURTON COMPANY,,DRN,,HALI34
HANESBRANDS,Hanesbrands Inc,,DRN,,H1BI34
HANOVER INSU,HANOVER INSURANCE GROUP INC,,DRN,,THGI34
HAPVIDA,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,ON,NM,05.197.443/0001-38,HAPV3
HARLEY-DAVID,HARLEY-DAVIDSON INC,,DRN,,H1OG34
HARTFORD FIN,HARTFORD FINANCIAL SERVICES GROUP INC,,DRN,,H1IG34
HASBRO INC,Hasbro Inc,,DRN,,H1AS34
HCA HEALTHCA,HCA HEALTHCARE INC,,DRN,,H1CA34
HDFC BANK LT,HDFC BANK LTD,,DRN,,H1DB34
HEALTHPEAK P,Healthpeak Properties Inc,,DRN,,P1EA34
HEICO CORP,HEICO CORPORATION,,DRN,,H1EI34
HELBOR,HELBOR EMPREENDIMENTOS S.A.,ON,NM,49.263.189/0001-02,HBOR3
HENRY SCHEIN,HENRY SCHEIN INC,,DRN,,H1SI34
HER BLOCK IN,H&R BLOCK INC,,DRN,,H1RB34
HERCULES,HERCULES S.A. FABRICA DE TALHERES,PN,,92.749.225/0001-63,HETA4
HERCULES,HERCULES S.A. FABRICA DE TALHERES,ON,,92.749.225/0001-63,HETA3
HERSHEY CO,THE HERSHEY COMPANY,,DRN,,HSHY34
HESS CORP,Hess Corp,,DRN,,H1ES34
HEWLETT PACK,HEWLETT PACKARD ENTERPRISE CO,,DRN,,H1PE34
HIDROVIAS,HIDROVIAS DO BRASIL S.A.,ON,NM,12.648.327/0001-53,HBSA3
HILTON WORLD,HILTON WORLDWIDE HOLDINGS INC,,DRN,,H1LT34
HOLLYFRONTIE,HollyFrontier Corp,,DRN,,H1FC34
HOLOGIC INC,HOLOGIC INC,,DRN,,H1OL34
HOME DEPOT,THE HOME DEPOT. INC.,,DRN,,HOME34
HONDA MO,HONDA MOTOR CO LTD,,DRN,,HOND34
HONEYWELL,HONEYWELL INTERNATIONAL INC.,,DRN,,HONB34
HORIZON THER,HORIZON THERAPEUTICS PLC,,DRN,,H1ZN34
HORMEL FOODS,HORMEL FOODS CORP,,DRN,,H1RL34
HOST HOTELS,HOST HOTELS & RESORTS INC,,DRN,,H1ST34
HOTEIS OTHON,HOTEIS OTHON S.A.,PN,,33.200.049/0001-47,HOOT4
HOTEIS OTHON,HOTEIS OTHON S.A.,ON,,33.200.049/0001-47,HOOT3
HOWMET AERO,HOWMET AEROSPACE INC.,,DRN,,ARNC34
HP COMPANY,HEWLETT-PACKARD COMPANY,,DRN,,HPQB34
HSBC HOLDING,HSBC HOLDINGS PLC,,DRN,,H1SB34
HUAZHU GROUP,HUAZHU GROUP LTD,,DRN,,H1TH34
HUMANA INC,HUMANA INC,,DRN,,H1UM34
HUNTINGTON B,HUNTINGTON BANCSHARES INC,,DRN,,H1BA34
HUNTINGTON I,HUNTINGTON INGALLS INDUSTRIES INC,,DRN,,H1II34
HYPERA,HYPERA S.A.,ON,NM,02.932.074/0001-91,HYPE3
IAC INTERACT,IAC INTERACTIVECORPORATION,,DRN,,I1AC34
IBM,INTERNATIONAL BUSINESS MACHINES CORPORATION,,DRN,,IBMB34
ICICI BANK L,ICICI BANK LTD,,DRN,,I1BN34
IDEX CORP,IDEX CORPORATION,,DRN,,I1EX34
IDEXX LABORA,IDEXX LABORATORIES INC,,DRN,,I1DX34
IGB S/A,IGB ELETRÔNICA S/A,ON DIR,,43.185.362/0001-07,IGBR1
IGB S/A,IGB ELETRÔNICA S/A,ON,,43.185.362/0001-07,IGBR3
IGUA SA,IGUA SANEAMENTO S.A.,ON,MA,08.159.965/0001-33,IGSN3
IGUATEMI,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,ON,NM,51.218.147/0001-93,IGTA3
IHPARDINI,INSTITUTO HERMES PARDINI S.A.,ON,NM,19.378.769/0001-76,PARD3
IHS MARKIT L,IHS MARKIT LTD,,DRN,,I1NF34
ILLINOIS TOO,ILLINOIS TOOL WORKS INC,,DRN,,I1TW34
ILLUMINA INC,ILLUMINA INC,,DRN,,I1LM34
IMC S/A,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,ON,NM,17.314.329/0001-20,MEAL3
INC ESG AWAR,ISHARES ESG AWARE MSCI EM ETF,ETF,DRN,,BEGE39
INCYTE CORP,INCYTE CORP,,DRN,,I1NC34
IND CATAGUAS,CIA INDUSTRIAL CATAGUASES,PN,,19.526.748/0001-50,CATA4
IND CATAGUAS,CIA INDUSTRIAL CATAGUASES,ON,,19.526.748/0001-50,CATA3
INDS ROMI,INDUSTRIAS ROMI S.A.,ON,NM,56.720.428/0001-63,ROMI3
INEPAR,INEPAR S.A. INDUSTRIA E CONSTRUCOES,PN,,76.627.504/0001-06,INEP4
INEPAR,INEPAR S.A. INDUSTRIA E CONSTRUCOES,ON,,76.627.504/0001-06,INEP3
INFOSYS LTD,INFOSYS LTD,,DRN,,I1FO34
ING GROEP,ING GROEP NV,,DRN,,INGG34
INT EXCHANGE,INTERCONTINENTAL HOTELS GROUP PLC,,DRN,,I1HG34
INTEL,INTEL CORPORATION,,DRN,,ITLC34
INTER SA,INTER CONSTRUTORA E INCORPORADORA S.A.,ON,MA,09.611.768/0001-76,INNT3
INTERCONTINE,INTERCONTINENTAL EXCHANGE INC,,DRN,,I1CE34
INTERMEDICA,NOTRE DAME INTERMEDICA PARTICIPACOES SA,ON,NM,19.853.511/0001-84,GNDI3
INTERNATIONA,INTERNATIONAL PAPER CO,,DRN,,I1PC34
INTERPUBLIC,INTERPUBLIC GROUP OF COS INC,,DRN,,I1PH34
INTUIT INC,INTUIT INC,,DRN,,INTU34
INTUITIVE SU,INTUITIVE SURGICAL INC,,DRN,,I1SR34
